codigo,descripcion,campo
Y522,Efectos adversos de otras drogas antiarritmicas, no clasificadas en otras partes
Y523,Efectos adversos de vasodilatadores coronarios, no clasificados en otras partes
Y524,Efectos adversos de inhibidores de la enzima convertidora de angiotensina
Y525,Efectos adversos de otras drogas antihipertensivas, no clasificadas en otra parte
Y526,Efectos adversos de drogas antihiperlipidemicas y antiarterioscleroticas
Y527,Efectos adversos de vasodilatadores perifericos
Y528,Efectos adversos de drogas antivaricosas, inclusive agentes esclerosantes
Y529,Efectos adversos de otros agentes que afectan primariamente el sistema cardiovascular, y los no especificados
Y53,Efectos adversos de agentes que afectan primariamente el sistema gastrointestinal
Y530,Efectos adversos de bloqueadores de los receptores h2 de histamina
Y531,Efectos adversos de otras drogas antiacidas e inhibidoras de la secrecion gastrica
Y532,Efectos adversos de laxantes estimulantes
Y533,Efectos adversos de laxantes salinos y osmoticos
Y534,Efectos adversos de otros laxantes
Y535,Efectos adversos de digestivos
Y536,Efectos adversos de drogas antidiarreicas
Y537,Efectos adversos de emeticos
Y538,Efectos adversos de otros agentes que afectan primariamente el sistema gastrointestinal
Y539,Efectos adversos de agentes que afectan primariamente el sistema gastrointestinal, no especificados
Y54,Efectos adversos de agentes que afectan primariamente el equilibrio hidrico y el metabolismo mineral y del acido urico
Y540,Efectos adversos de mineralocorticoides
Y541,Efectos adversos de los bloqueadores de mineralocorticoides [antagonistas de la aldosterona]
Y542,Efectos adversos de los inhibidores de la anhidrasa carbonica
Y543,Efectos adversos de los derivados de la benzotiadiazina
Y544,Efectos adversos de diureticos de asa [high
Y545,Efectos adversos de otros diureticos
Y546,Efectos adversos de agentes electroliticos, caloricos y del equilibrio hidrico
Y547,Efectos adversos de agentes que afectan la calcificacion
Y548,Efectos adversos de agentes que afectan el metabolismo del acido urico
Y549,Efectos adversos de sales minerales no clasificadas en otra parte
Y55,Efectos adversos de agentes topicos que actuan primariamente sobre los musculos lisos y estriados y sobre el sistema respiratorio
Y550,Efectos adversos de drogas oxitocicas
Y551,Efectos adversos de relajantes de los musculos estriados [agentes bloqueadores neuromusculares]
Y552,Efectos adversos de otros agentes que actuan primariamente sobre los musculos, y los no especificados
Y553,Efectos adversos de antitusigenos
Y554,Efectos adversos de expectorantes
Y555,Efectos adversos de drogas contra el resfriado comun
Y556,Efectos adversos de antiasmaticos, no clasificados en otra parte
Y557,Efectos adversos de otros agentes que actuan primariamente sobre el sistema respiratorio, y los no especificados
Y56,Efectos adversos de agentes topicos que afectan primariamente la piel y las membranas mucosas, y drogas oftalmologicas, otorrinolaringologicas y dentales
Y560,Efectos adversos de drogas antimicoticas, antiinfecciosas y antiinflamatorias de uso local, no clasificadas en otra parte
Y561,Efectos adversos de antipruriginosos
Y562,Efectos adversos de astringentes y detergentes locales
Y563,Efectos adversos de emolientes, demulcentes y protectores
Y564,Efectos adversos de drogas y preparados queratoliticos, queratoplasticos y otros para el tratamiento del cabello
Y565,Efectos adversos de drogas y preparados oftalmologicos
Y566,Efectos adversos de drogas y preparados otorrinolaringologicos
Y567,Efectos adversos de drogas dentales, de aplicacion topica
Y568,Efectos adversos de otros agentes topicos
Y569,Efectos adversos de otros agentes topicos no especificados
Y57,Efectos adversos de otras drogas y medicamentos, y no especificados
Y570,Efectos adversos de depresores del apetito [anorexicos]
Y571,Efectos adversos de drogas lipotropicas
Y572,Efectos adversos de antidotos y agentes quelantes, no clasificados en otra parte
Y573,Efectos adversos de disuasivos del alcohol
Y574,Efectos adversos de excipientes farmaceuticos
Y575,Efectos adversos de medios de contraste para rayos x
Y576,Efectos adversos de otros agentes diagnosticos
Y577,Efectos adversos de vitaminas, no clasificadas en otra parte
Y578,Efectos adversos de otras drogas y medicamentos
Y579,Efectos adversos de drogas y medicamentos no especificados
Y58,Efectos adversos de vacunas bacterianas
Y580,Efectos adversos de la vacuna bcg
Y581,Efectos adversos de la vacuna tifoidea y paratifoidea
Y582,Efectos adversos de la vacuna contra el colera
Y583,Efectos adversos de la vacuna contra la peste
Y584,Efectos adversos de la vacuna contra el tetanos
Y585,Efectos adversos de la vacuna contra la difteria
Y586,Efectos adversos de la vacuna contra la tos ferina, inclusive combinaciones con un componente pertusis
Y588,Efectos adversos de vacunas bacterianas mixtas, excepto combinaciones con un componente pertusis
Y589,Efectos adversos de otras vacunas bacterianas, y las no especificadas
Y59,Efectos adversos de otras vacunas y sustancias biologicas y las no especificadas
Y590,Efectos adversos de vacunas virales
Y591,Efectos adversos de vacunas contra rickettsias
Y592,Efectos adversos de vacunas antiprotozoarias
Y593,Efectos adversos de la inmunoglobulina
Y598,Efectos adversos de otras vacunas y sustancias biologicas especificadas
Y599,Efectos adversos de otras vacunas o sustancias biologicas no especificadas
Y60,Corte, puncion, perforacion o hemorragia no intencional durante la atencion medica y quirurgica
Y600,Incidente durante operacion quirurgica
Y601,Incidente durante infusion o transfusion
Y602,Incidente durante dialisis renal u otra perfusion
Y603,Incidente durante inyeccion o inmunizacion
Y604,Incidente durante examen endoscopico
Y605,Incidente durante cateterizacion cardiaca
Y606,Incidente durante aspiracion, puncion y otra cateterizacion
Y607,Incidente durante administracion de enema
Y608,Incidente durante otras atenciones medicas y quirurgicas
Y609,Incidente durante atencion medica y quirurgica no especificada
Y61,Objeto extraño dejado accidentalmente en el cuerpo durante la atencion medica y quirurgica
Y610,Objeto extraño dejado accidentalmente en el cuerpo durante operacion quirurgica
Y611,Objeto extraño dejado accidentalmente en el cuerpo durante infusion o transfusion
Y612,Objeto extraño dejado accidentalmente en el cuerpo durante dialisis renal u otra perfusion
Y613,Objeto extraño dejado accidentalmente en el cuerpo durante inyeccion o inmunizacion
Y614,Objeto extraño dejado accidentalmente en el cuerpo durante examen endoscopico
Y615,Objeto extraño dejado accidentalmente en el cuerpo durante cateterizacion cardiaca
Y616,Objeto extraño dejado accidentalmente en el cuerpo durante aspiracion, puncion y otra cateterizacion
Y617,Objeto extraño dejado accidentalmente en el cuerpo durante remocion de cateter o taponamiento
Y618,Objeto extraño dejado accidentalmente en el cuerpo durante otras atenciones medicas y quirurgicas
Y619,Objeto extraño dejado accidentalmente en el cuerpo durante atencion medica y quirurgica no especificada
Y62,Fallas en la esterilizacion durante la atencion medica y quirurgica
Y620,Fallas en la esterilizacion durante operacion quirurgica
Y621,Fallas en la esterilizacion durante infusion o transfusion
Y622,Fallas en la esterilizacion durante dialisis renal u otra perfusion
Y623,Fallas en la esterilizacion durante inyeccion o inmunizacion
Y624,Fallas en la esterilizacion durante examen endoscopico
Y625,Fallas en la esterilizacion durante cateterizacion cardiaca
Y626,Fallas en la esterilizacion durante aspiracion, puncion y otra cateterizacion
Y628,Fallas en la esterilizacion durante otras atenciones medicas y quirurgicas
Y629,Fallas en la esterilizacion durante atencion medica y quirurgica no especificada
Y63,Falla en dosificacion durante la atencion medica y quirurgica
Y630,Excesiva cantidad de sangre u otro liquido administrado durante una infusion o transfusion
Y631,Dilucion incorrecta de liquido durante una infusion
Y632,Sobredosis de radiacion administrada durante terapia
Y633,Exposicion inadvertida del paciente a radiacion durante la atencion medica
Y634,Falla en la dosificacion en electrochoque o en choque insulinico
Y635,Falla en el control de la temperatura, en taponamientos y aplicaciones locales
Y636,No administracion de drogas, medicamentos o sustancias biologicas necesarias
Y638,Falla en la dosificacion durante otras atenciones medicas y quirurgicas
Y639,Falla en la dosificacion durante atencion medica y quirurgica no especificada
Y64,Medicamentos y sustancias biologicas contaminados
Y640,Medicamento o sustancia biologica contaminado en infusion o transfusion
Y641,Medicamento o sustancia biologica contaminado, inyectado o usado para inmunizacion
Y648,Medicamento o sustancia biologica contaminado, administrado por otros medios
Y649,Medicamento o sustancia biologica contaminado, administrado por medios no especificados
Y65,Otros incidentes durante la atencion medica y quirurgica
Y650,Sangre incompatible usada en transfusion
Y651,Liquido erroneo usado en infusion
Y652,Falla en la sutura o ligadura durante operacion quirurgica
Y653,Tubo endotraqueal colocado erroneamente durante procedimiento anestesico
Y654,Falla en la introduccion o remocion de otro tubo o instrumento
Y655,Realizacion de una operacion inadecuada
Y658,Otros incidentes especificados durante la atencion medica y quirurgica
Y66,No administracion de la atencion medica y quirurgica
Y69,Incidentes no especificados durante la atencion medica y quirurgica
Y70,Dispositivos de anestesiologia, asociados con incidentes adversos
Y700,Dispositivos de anestesiologia asociados con incidentes adversos: dispositivos de diagnostico y monitoreo
Y701,Dispositivos de anestesiologia asociados con incidentes adversos: dispositivos terapeuticos (no quirurgicos) y de rehabilitacion
Y702,Dispositivos de anestesiologia asociados con incidentes adversos: dispositivos protesicos y otros implantes, materiales y accesorios
Y703,Dispositivos de anestesiologia asociados con incidentes adversos: instrumentos quirurgicos, dispositivos y materiales (inclusive suturas)
Y708,Dispositivos de anestesiologia asociados con incidentes adversos: dispositivos diversos, no clasificados en otra parte
Y71,Dispositivos cardiovasculares, asociados con incidentes adversos
Y710,Dispositivos cardiovasculares asociados con incidentes adversos: dispositivos de diagnostico y monitoreo
Y711,Dispositivos cardiovasculares asociados con incidentes adversos: dispositivos terapeuticos (no quirurgicos) y de rehabilitacion
Y712,Dispositivos cardiovasculares asociados con incidentes adversos: dispositivos protesicos y otros implantes, materiales y accesorios
Y713,Dispositivos cardiovasculares asociados con incidentes adversos: instrumentos quirurgicos, dispositivos y materiales (inclusive suturas)
Y718,Dispositivos cardiovasculares asociados con incidentes adversos: dispositivos diversos, no clasificados en otra parte
Y72,Dispositivos otorrinolaringologicos, asociados con incidentes adversos
Y720,Dispositivos otorrinolaringologicos asociados con incidentes adversos: dispositivos de diagnostico y monitoreo
Y721,Dispositivos otorrinolaringologicos asociados con incidentes adversos: dispositivos terapeuticos (no quirurgicos) y de rehabilitacion
Y722,Dispositivos otorrinolaringologicos asociados con incidentes adversos: dispositivos protesicos y otros implantes, materiales y accesorios
Y723,Dispositivos otorrinolaringologicos asociados con incidentes adversos: instrumentos quirurgicos, dispositivos y materiales (inclusive suturas)
Y728,Dispositivos otorrinolaringologicos asociados con incidentes adversos: dispositivos diversos, no clasificados en otra parte
Y73,Dispositivos de gastroenterologia y urologia, asociados con incidentes adversos
Y730,Dispositivos de gastroenterologia y urologia asociados con incidentes adversos: dispositivos de diagnostico y monitoreo
Y731,Dispositivos de gastroenterologia y urologia asociados con incidentes adversos: dispositivos terapeuticos (no quirurgicos) y de rehabilitacion
Y732,Dispositivos de gastroenterologia y urologia asociados con incidentes adversos: dispositivos protesicos y otros implantes, materiales y accesorios
Y733,Dispositivos de gastroenterologia y urologia asociados con incidentes adversos: instrumentos quirurgicos, dispositivos y materiales (inclusive suturas)
Y738,Dispositivos de gastroenterologia y urologia asociados con incidentes adversos: dispositivos diversos, no clasificados en otra parte
Y74,Dispositivos para uso hospitalario general y personal, asociados con incidentes adversos
Y740,Dispositivos para uso hospitalario general y personal asociados con incidentes adversos: dispositivos de diagnostico y monitoreo
Y741,Dispositivos para uso hospitalario general y personal asociados con incidentes adversos: dispositivos terapeuticos (no quirurgicos) y de rehabilitacion
Y742,Dispositivos para uso hospitalario general y personal asociados con incidentes adversos: dispositivos protesicos y otros implantes, materiales y accesorios
Y743,Dispositivos para uso hospitalario general y personal asociados con incidentes adversos: instrumentos quirurgicos, dispositivos y materiales (inclusive suturas)
Y748,Dispositivos para uso hospitalario general y personal asociados con incidentes adversos: dispositivos diversos, no clasificados en otra parte
Y75,Dispositivos os neurologicos asociados con incidentes adversos
Y750,Dispositivos neurologicos asociados con incidentes adversos: dispositivos de diagnostico y monitoreo
Y751,Dispositivos neurologicos asociados con incidentes adversos: dispositivos terapeuticos (no quirurgicos) y de rehabilitacion
Y752,Dispositivos neurologicos asociados con incidentes adversos: dispositivos protesicos y otros implantes, materiales y accesorios
Y753,Dispositivos neurologicos asociados con incidentes adversos: instrumentos quirurgicos, dispositivos y materiales (inclusive suturas)
Y758,Dispositivos neurologicos asociados con incidentes adversos: dispositivos diversos, no clasificados en otra parte
Y76,Dispositivos ginecologicos y obstetricos, asociados con incidentes adversos
Y760,Dispositivos ginecologicos y obstetricos asociados con incidentes adversos: dispositivos de diagnostico y monitoreo
Y761,Dispositivos ginecologicos y obstetricos asociados con incidentes adversos: dispositivos terapeuticos (no quirurgicos) y de rehabilitacion
Y762,Dispositivos ginecologicos y obstetricos asociados con incidentes adversos: dispositivos protesicos y otros implantes, materiales y accesorios
Y763,Dispositivos ginecologicos y obstetricos asociados con incidentes adversos: instrumentos quirurgicos, dispositivos y materiales (inclusive suturas)
Y768,Dispositivos ginecologicos y obstetricos asociados con incidentes adversos: dispositivos diversos, no clasificados en otra parte
Y77,Dispositivos oftalmicos, asociados con incidentes adversos
Y770,Dispositivos oftalmicos asociados con incidentes adversos: dispositivos de diagnostico y monitoreo
Y771,Dispositivos oftalmicos asociados con incidentes adversos: dispositivos terapeuticos (no quirurgicos) y de rehabilitacion
Y772,Dispositivos oftalmicos asociados con incidentes adversos: dispositivos protesicos y otros implantes, materiales y accesorios
Y773,Dispositivos oftalmicos asociados con incidentes adversos: instrumentos quirurgicos, dispositivos y materiales (inclusive suturas)
Y778,Dispositivos oftalmicos asociados con incidentes adversos: dispositivos diversos, no clasificados en otra parte
Y78,Aparatos radiologicos, asociados con incidentes adversos
Y780,Aparatos radiologicos asociados con incidentes adversos: dispositivos de diagnostico y monitoreo
Y781,Aparatos radiologicos asociados con incidentes adversos: dispositivos terapeuticos (no quirurgicos) y de rehabilitacion
Y782,Aparatos radiologicos asociados con incidentes adversos: dispositivos protesicos y otros implantes, materiales y accesorios
Y783,Aparatos radiologicos asociados con incidentes adversos: instrumentos quirurgicos, dispositivos y materiales (inclusive suturas)
Y788,Aparatos radiologicos asociados con incidentes adversos: dispositivos diversos, no clasificados en otra parte
Y79,Dispositivos ortopedicos, asociados con incidentes adversos
Y790,Dispositivos ortopedicos asociados con incidentes adversos: dispositivos de diagnostico y monitoreo
Y791,Dispositivos ortopedicos asociados con incidentes adversos: dispositivos terapeuticos (no quirurgicos) y de rehabilitacion
Y792,Dispositivos ortopedicos asociados con incidentes adversos: dispositivos protesicos y otros implantes, materiales y accesorios
Y793,Dispositivos ortopedicos asociados con incidentes adversos: instrumentos quirurgicos, dispositivos y materiales (inclusive suturas)
Y798,Dispositivos ortopedicos asociados con incidentes adversos: dispositivos diversos, no clasificados en otra parte
Y80,Aparatos de medicina fisica, asociados con incidentes adversos
Y800,Aparatos de medicina fisica asociados con incidentes adversos: dispositivos de diagnostico y monitoreo
Y801,Aparatos de medicina fisica asociados con incidentes adversos: dispositivos terapeuticos (no quirurgicos) y de rehabilitacion
Y802,Aparatos de medicina fisica asociados con incidentes adversos: dispositivos protesicos y otros implantes, materiales y accesorios
Y803,Aparatos de medicina fisica asociados con incidentes adversos: instrumentos quirurgicos, dispositivos y materiales (inclusive suturas)
Y808,Aparatos de medicina fisica asociados con incidentes adversos: dispositivos diversos, no clasificados en otra parte
Y81,Dispositivos de cirugia general y plastica, asociados con incidentes adversos
Y810,Dispositivos de cirugia general y plastica asociados con incidentes adversos: dispositivos de diagnostico y monitoreo
Y811,Dispositivos de cirugia general y plastica asociados con incidentes adversos: dispositivos terapeuticos (no quirurgicos) y de rehabilitacion
Y812,Dispositivos de cirugia general y plastica asociados con incidentes adversos: dispositivos protesicos y otros implantes, materiales y accesorios
Y813,Dispositivos de cirugia general y plastica asociados con incidentes adversos: instrumentos quirurgicos, dispositivos y materiales (inclusive suturas)
Y818,Dispositivos de cirugia general y plastica asociados con incidentes adversos: dispositivos diversos, no clasificados en otra parte
Y82,Otros dispositivos medicos y los no especificados, asociados con incidentes adversos
Y820,Otros dispositivos medicos, y los no especificados, asociados con incidentes adversos: dispositivos de diagnostico y monitoreo
Y821,Otros dispositivos medicos, y los no especificados, asociados con incidentes adversos: dispositivos terapeuticos (no quirurgicos) y de rehabilitacion
Y822,Otros dispositivos medicos, y los no especificados, asociados con incidentes adversos: dispositivos protesicos y otros implantes, materiales y accesorios
Y823,Otros dispositivos medicos, y los no especificados, asociados con incidentes adversos: instrumentos quirurgicos, dispositivos y materiales (inclusive suturas)
Y828,Otros dispositivos medicos, y los no especificados, asociados con incidentes adversos: dispositivos diversos, no clasificados en otra parte
Y83,Cirugia y otros procedimientos quirurgicos, como la causa de reaccion anormal del paciente o de complicacion posterior, sin mencion de incidente en el momento de efectuar el procedimiento
Y830,Operacion quirurgica con trasplante de un organo completo
Y831,Operacion quirurgica con implante de un dispositivo artificial interno
Y832,Operacion quirurgica con anastomosis, derivacion o injerto
Y833,Operacion quirurgica con formacion de estoma externo
Y834,Otra cirugia reconstructiva
Y835,Amputacion de miembro(s)
Y836,Remocion de otro organo (parcial) (total)
Y838,Otros procedimientos quirurgicos
Y839,Procedimiento quirurgico no especificado
Y84,Otros procedimientos medicos, como la causa de reaccion anormal del paciente o de complicacion posterior, sin mencion de incidente en el momento de efectuar le procedimiento
Y840,Cateterizacion cardiaca
Y841,Dialisis renal
Y842,Procedimiento radiologico y radioterapia
Y843,Terapia por choque
Y844,Aspiracion de liquidos
Y845,Insercion de sonda gastrica o duodenal
Y846,Cateterizacion urinaria
Y847,Muestra de sangre
Y848,Otros procedimientos medicos
Y849,Procedimiento medico no especificado
Y85,Secuelas de accidente de transporte
Y850,Secuelas de accidente de vehiculo de motor
Y859,Secuelas de otros accidentes de transporte, y los no especificados
Y86,Secuelas de otros accidentes
Y87,Secuelas de lesiones autoinfligidas intencionalmente, agresiones y eventos de intencion no determinada
Y870,Secuelas de lesiones autoinfligidas
Y871,Secuelas de agresiones
Y872,Secuelas de eventos de intencion no determinada
Y88,Secuelas con atencion medica y quirurgica como causa externa
Y880,Secuelas de efectos adversos causados por drogas, medicamentos y sustancias biologicas en su uso terapeutico
Y881,Secuelas de incidentes ocurridos al paciente durante procedimientos medicos y quirurgicos
Y882,Secuelas de incidentes adversos asociados con dispositivos medicos en uso diagnostico y terapeutico
Y883,Secuelas de procedimientos medicos y quirurgicos como la causa de reaccion anormal del paciente o de complicacion posterior, sin mencion de incidente en el momento de efectuar el procedimiento
Y89,Secuelas de otras causas externas
Y890,Secuelas de intervencion legal
Y891,Secuelas de operaciones de guerra
Y899,Secuelas de causa externa no especificada
Y90,Evidencia alcoholismo determinada por el nivel de alcohol en la sangre
Y900,Nivel de alcohol en la sangre menor de 20 mg/100 ml
Y901,Nivel de alcohol en la sangre de 20 a 39 mg/100 ml
Y902,Nivel de alcohol en la sangre de 40 a 59 mg/100 ml
Y903,Nivel de alcohol en la sangre de 60 a 79 mg/100 ml
Y904,Nivel de alcohol en la sangre de 80 a 99 mg/100 ml
Y905,Nivel de alcohol en la sangre de 100 a 119 mg/100 ml
Y906,Nivel de alcohol en la sangre de 120 a 199 mg/100 ml
Y907,Nivel de alcohol en la sangre de 200 a 239 mg/100 ml
Y908,Nivel de alcohol en la sangre de 240 mg/100 ml o mas
Y909,Presencia de alcohol en la sangre, nivel no especificado
Y91,Evidencia de alcoholismo determinada por el nivel de intoxicacion
Y910,Intoxicacion alcoholica leve
Y911,Intoxicacion alcoholica moderada
Y912,Intoxicacion alcoholica severa
Y913,Intoxicacion alcoholica muy severa
Y919,Alcoholismo, nivel de intoxicacion no especificado
Y95,Afeccion nosocomial
Y96,Afeccion relacionada con el trabajo
Y97,Afeccion relacionada con la contaminacion ambiental
Y98,Afeccion relacionada con el estilo de vida
Z00,Examen general e investigacion de personas sin quejas o sin diagnostico informado
Z000,Examen medico general
Z001,Control de salud de rutina del niño
Z002,Examen durante el periodo de crecimiento rapido en la infancia
Z003,Examen del estado de desarrollo del adolescente
Z004,Examen psiquiatrico general, no clasificado en otra parte
Z005,Examen de donante potencial de organo o tejido
Z006,Examen para comparacion y control normales en programa de investigacion clinica
Z008,Otros examenes generales
Z01,Otros examenes especiales personas sin quejas o sin diagnostico informado
Z010,Examen de ojos y de la vision
Z011,Examen de oidos y de la audicion
Z012,Examen odontologico
Z013,Examen de la presion sanguinea
Z014,Examen ginecologico (general) (de rutina)
Z015,Pruebas de sensibilizacion y diagnostico cutaneo
Z016,Examen radiologico, no clasificado en otra parte
Z017,Examen de laboratorio
Z018,Otros examenes especiales especificados
Z019,Examen especial no especificado
Z02,Examenes y contactos fines administrativos
Z020,Examen para admision a instituciones educativas
Z021,Examen preempleo
Z022,Examen para admision a instituciones residenciales
Z023,Examen para reclutamiento en las fuerzas armadas
Z024,Examen para obtencion de licencia de conducir
Z025,Examen para participacion en competencias deportivas
Z026,Examen para fines de seguros
Z027,Extension de certificado medico
Z028,Otros examenes para fines administrativos
Z029,Examen para fines administrativos, no especificado
Z03,Observacion y evaluacion medicas por sospecha de enfermedades y afecciones
Z030,Observacion por sospecha de tuberculosis
Z031,Observacion por sospecha de tumor maligno
Z032,Observacion por sospecha de trastorno mental y del comportamiento
Z033,Observacion por sospecha de trastorno del sistema nervioso
Z034,Observacion por sospecha de infarto de miocardio
Z035,Observacion por sospecha de otras enfermedades cardiovasculares
Z036,Observacion por sospecha de efectos toxicos de sustancias ingeridas
Z038,Observacion por sospecha de otras enfermedades y afecciones
Z039,Observacion por sospecha de enfermedad o afeccion no especificada
Z04,Examen y observacion por otras razones
Z040,Prueba de alcohol o drogas en la sangre
Z041,Examen y observacion consecutivos a accidente de transporte
Z042,Examen y observacion consecutivos a accidente de trabajo
Z043,Examen y observacion consecutivos a otro accidente
Z044,Examen y observacion consecutivos a denuncia de violacion y seduccion
Z045,Examen y observacion consecutivos a otra lesion infligida
Z046,Examen psiquiatrico general, solicitado por una autoridad
Z048,Examen y observacion por otras razones especificadas
Z049,Examen y observacion por razones no especificadas
Z08,Examen de seguimiento consecutivo a tratamiento por tumor maligno
Z080,Examen de seguimiento consecutivo a cirugia por tumor maligno
